id,carTypeId,model,year,manufacturer,milleage,status,storeId,description,photoPath,fuelType,latitude,longitude
"101",2,Accent,1960,Hyundai,96965,reserved,11,Compact cars offer great gas mileage and the ease of driving and parking in high traffic areas.,\resources\carimages\compact_car.png,gas,43.7147304,-79.8032623
"102",5,Malibu,1907,Chevrolet,77484,avaliable,7,A Full-Size car rental is helpful when needing more passenger room and luggage space than a smaller call offers.,\resources\carimages\fullsize_car.png,gas,45.4884633,-73.6432817
"103",13,Escape,2020,Ford,54461,renting,11,An Intermediate SUV rental  provides plenty of room for 5 passengers but is compact enough to for high traffic driving.,\resources\carimages\intermediate_suv.png,gas,43.7147304,-79.8032623
"104",2,Accent,1914,Hyundai,39965,avaliable,11,Compact cars offer great gas mileage and the ease of driving and parking in high traffic areas.,\resources\carimages\compact_car.png,gas,43.7147304,-79.8032623
"105",11,XTS,1968,Cadillac,29393,avaliable,17,Relax on the road with a luxury rental car from Enterprise Rent-A-Car. Luxury car rentals include leather seats,\resources\carimages\luxury_car.png,gas,45.6044119,-73.3229069
"106",6,Countryman,2003,MINI,31413,avaliable,4,A Full-Size car rental is helpful when needing more passenger room and luggage space than a smaller call offers.,\resources\carimages\sporty_car.png,hybrid,45.5070645,-73.5682808
"107",10,Maxima,1980,Nissan,27607,avaliable,20,A premium car rental offers comfortable seating with plenty of room in the trunk for luggage. A premium rental car is a great choice for a business travel or leisure.,\resources\carimages\premium_car.png,gas,43.7228203,-79.3062622
"108",19,Wrangler Unlimited,1949,Jeep,94402,repair,3,A standard elite SUV rental provides plenty of room for passengers and luggage. SUVs are great for business,\resources\carimages\jeep_4_door_suv.png,diesel,49.1967,123.1815
"109",22,Grand Caravan,1976,Dodge,47070,avaliable,15,A minivan rental is perfect for long road trips and family vacations with room for 7 people.,\resources\carimages\7_passenger_van.png,hybrid,45.448481,-73.4729835
"110",1,Spark,2006,Chevrolet,99250,avaliable,18,An economy car for driving in crowded,\resources\carimages\economy_car.png,gas,46.8130945,-71.2360168
"111",12,Qashqai,1946,Nissan,65806,avaliable,14,An Intermediate SUV rental  provides plenty of room for 5 passengers but is compact enough to for high traffic driving.,\resources\carimages\compact_suv.png,gas,43.7938305,-79.5169511
"112",12,Qashqai,1933,Nissan,73624,avaliable,19,An Intermediate SUV rental  provides plenty of room for 5 passengers but is compact enough to for high traffic driving.,\resources\carimages\compact_suv.png,gas,46.7774013,-71.1837802
"113",7,Mustang,1931,Ford,43893,avaliable,6,A Full-Size car rental is helpful when needing more passenger room and luggage space than a smaller call offers.,\resources\carimages\convertible_car.png,gas,45.3629762,-73.8148386
"114",6,Countryman,1999,MINI,32203,avaliable,6,A Full-Size car rental is helpful when needing more passenger room and luggage space than a smaller call offers.,\resources\carimages\sporty_car.png,hybrid,45.3629762,-73.8148386
"115",13,Escape,1923,Ford,87793,repair,4,An Intermediate SUV rental  provides plenty of room for 5 passengers but is compact enough to for high traffic driving.,\resources\carimages\intermediate_suv.png,gas,45.5070645,-73.5682808
"116",13,Escape,1909,Ford,28649,renting,5,An Intermediate SUV rental  provides plenty of room for 5 passengers but is compact enough to for high traffic driving.,\resources\carimages\intermediate_suv.png,gas,45.5896979,-73.731631
"117",1,Spark,1936,Chevrolet,64321,renting,11,An economy car for driving in crowded,\resources\carimages\economy_car.png,gas,43.7147304,-79.8032623
"118",21,F150 Super Crew,1921,Ford,99949,avaliable,8,Need to haul or move something? A pickup truck rental has the space,\resources\carimages\pickup_truck.png,hybrid,43.6777215,-79.6270084
"119",16,Suburban,2012,Chevrolet,63192,avaliable,1,A standard elite SUV rental provides plenty of room for passengers and luggage. SUVs are great for business,\resources\carimages\premium_suv.png,gas,45.456,-73.8623
"120",21,F150 Super Crew,2017,Ford,23315,reserved,15,Need to haul or move something? A pickup truck rental has the space,\resources\carimages\pickup_truck.png,hybrid,45.448481,-73.4729835
"121",22,Grand Caravan,2007,Dodge,97974,renting,14,A minivan rental is perfect for long road trips and family vacations with room for 7 people.,\resources\carimages\7_passenger_van.png,hybrid,43.7938305,-79.5169511
"122",10,Maxima,1983,Nissan,52846,reserved,16,A premium car rental offers comfortable seating with plenty of room in the trunk for luggage. A premium rental car is a great choice for a business travel or leisure.,\resources\carimages\premium_car.png,gas,45.5996667,-73.5590308
"123",20,Colorado,1966,Chevy,96334,avaliable,9,A small pickup truck rental is great for hauling smaller items that won't fit in your own car.,\resources\carimages\small_pickup_truck.png,diesel,43.6653502,-79.4882599
"124",20,Colorado,1958,Chevy,31376,reserved,10,A small pickup truck rental is great for hauling smaller items that won't fit in your own car.,\resources\carimages\small_pickup_truck.png,diesel,43.7114079,-79.5377247
"125",14,Edge,1900,Ford,34721,avaliable,20,A standard SUV rental provides plenty of room for passengers and luggage. SUVs are great for business,\resources\carimages\standard_suv.png,gas,43.7228203,-79.3062622
"126",6,Countryman,1955,MINI,36712,avaliable,6,A Full-Size car rental is helpful when needing more passenger room and luggage space than a smaller call offers.,\resources\carimages\sporty_car.png,hybrid,45.3629762,-73.8148386
"127",18,Durango,1973,Dodge,30546,avaliable,4,A standard elite SUV rental provides plenty of room for passengers and luggage. SUVs are great for business,\resources\carimages\premium_crossover_suv.png,gas,45.5070645,-73.5682808
"128",2,Accent,1981,Hyundai,63079,avaliable,16,Compact cars offer great gas mileage and the ease of driving and parking in high traffic areas.,\resources\carimages\compact_car.png,gas,45.5996667,-73.5590308
"129",17,X1,1985,BMW,66215,renting,16,A standard elite SUV rental provides plenty of room for passengers and luggage. SUVs are great for business,\resources\carimages\standard_elite_suv.png,gas,45.5996667,-73.5590308
"130",14,Edge,1921,Ford,61691,avaliable,3,A standard SUV rental provides plenty of room for passengers and luggage. SUVs are great for business,\resources\carimages\standard_suv.png,gas,49.1967,123.1815
"131",13,Escape,2004,Ford,54448,reserved,12,An Intermediate SUV rental  provides plenty of room for 5 passengers but is compact enough to for high traffic driving.,\resources\carimages\intermediate_suv.png,gas,43.7795002,-79.309002
"132",2,Accent,1935,Hyundai,46646,reserved,11,Compact cars offer great gas mileage and the ease of driving and parking in high traffic areas.,\resources\carimages\compact_car.png,gas,43.7147304,-79.8032623
"133",3,Forte,1902,Kia,59628,avaliable,5,An intermediate car rental provides some more room for passengers and luggage than most smaller cars.,\resources\carimages\intermediate_car.png,gas,45.5896979,-73.731631
"134",22,Grand Caravan,1918,Dodge,68538,renting,15,A minivan rental is perfect for long road trips and family vacations with room for 7 people.,\resources\carimages\7_passenger_van.png,hybrid,45.448481,-73.4729835
"135",12,Qashqai,1900,Nissan,55166,avaliable,16,An Intermediate SUV rental  provides plenty of room for 5 passengers but is compact enough to for high traffic driving.,\resources\carimages\compact_suv.png,gas,45.5996667,-73.5590308
"136",18,Durango,1916,Dodge,61314,renting,10,A standard elite SUV rental provides plenty of room for passengers and luggage. SUVs are great for business,\resources\carimages\premium_crossover_suv.png,gas,43.7114079,-79.5377247
"137",11,XTS,1944,Cadillac,70673,avaliable,1,Relax on the road with a luxury rental car from Enterprise Rent-A-Car. Luxury car rentals include leather seats,\resources\carimages\luxury_car.png,gas,45.456,-73.8623
"138",10,Maxima,2020,Nissan,86067,avaliable,12,A premium car rental offers comfortable seating with plenty of room in the trunk for luggage. A premium rental car is a great choice for a business travel or leisure.,\resources\carimages\premium_car.png,gas,43.7795002,-79.309002
"139",15,Tahoe,1940,Chevrolet,77769,repair,17,A full-size SUV rental has room to seat up to seven people and offers a powerful engine. Full-size SUVs are great for weekend road trips and special occasions.,\resources\carimages\fullsize_suv.png,gas,45.6044119,-73.3229069
"140",5,Malibu,1939,Chevrolet,56438,avaliable,20,A Full-Size car rental is helpful when needing more passenger room and luggage space than a smaller call offers.,\resources\carimages\fullsize_car.png,gas,43.7228203,-79.3062622
"141",5,Malibu,1945,Chevrolet,72035,avaliable,3,A Full-Size car rental is helpful when needing more passenger room and luggage space than a smaller call offers.,\resources\carimages\fullsize_car.png,gas,49.1967,123.1815
"142",21,F150 Super Crew,2002,Ford,36162,renting,18,Need to haul or move something? A pickup truck rental has the space,\resources\carimages\pickup_truck.png,hybrid,46.8130945,-71.2360168
"143",13,Escape,2019,Ford,71693,avaliable,16,An Intermediate SUV rental  provides plenty of room for 5 passengers but is compact enough to for high traffic driving.,\resources\carimages\intermediate_suv.png,gas,45.5996667,-73.5590308
"144",18,Durango,1980,Dodge,97233,repair,9,A standard elite SUV rental provides plenty of room for passengers and luggage. SUVs are great for business,\resources\carimages\premium_crossover_suv.png,gas,43.6653502,-79.4882599
"145",20,Colorado,1983,Chevy,84688,avaliable,7,A small pickup truck rental is great for hauling smaller items that won't fit in your own car.,\resources\carimages\small_pickup_truck.png,diesel,45.4884633,-73.6432817
"146",17,X1,1995,BMW,39015,repair,4,A standard elite SUV rental provides plenty of room for passengers and luggage. SUVs are great for business,\resources\carimages\standard_elite_suv.png,gas,45.5070645,-73.5682808
"147",6,Countryman,1941,MINI,68457,avaliable,17,A Full-Size car rental is helpful when needing more passenger room and luggage space than a smaller call offers.,\resources\carimages\sporty_car.png,hybrid,45.6044119,-73.3229069
"148",13,Escape,1987,Ford,63835,avaliable,3,An Intermediate SUV rental  provides plenty of room for 5 passengers but is compact enough to for high traffic driving.,\resources\carimages\intermediate_suv.png,gas,49.1967,123.1815
"149",12,Qashqai,1967,Nissan,22619,avaliable,4,An Intermediate SUV rental  provides plenty of room for 5 passengers but is compact enough to for high traffic driving.,\resources\carimages\compact_suv.png,gas,45.5070645,-73.5682808
"150",6,Countryman,1983,MINI,93330,avaliable,3,A Full-Size car rental is helpful when needing more passenger room and luggage space than a smaller call offers.,\resources\carimages\sporty_car.png,hybrid,49.1967,123.1815
"151",10,Maxima,1911,Nissan,49930,renting,18,A premium car rental offers comfortable seating with plenty of room in the trunk for luggage. A premium rental car is a great choice for a business travel or leisure.,\resources\carimages\premium_car.png,gas,46.8130945,-71.2360168
"152",15,Tahoe,2010,Chevrolet,74475,avaliable,14,A full-size SUV rental has room to seat up to seven people and offers a powerful engine. Full-size SUVs are great for weekend road trips and special occasions.,\resources\carimages\fullsize_suv.png,gas,43.7938305,-79.5169511
"153",18,Durango,2020,Dodge,94392,renting,14,A standard elite SUV rental provides plenty of room for passengers and luggage. SUVs are great for business,\resources\carimages\premium_crossover_suv.png,gas,43.7938305,-79.5169511
"154",15,Tahoe,2005,Chevrolet,81679,avaliable,16,A full-size SUV rental has room to seat up to seven people and offers a powerful engine. Full-size SUVs are great for weekend road trips and special occasions.,\resources\carimages\fullsize_suv.png,gas,45.5996667,-73.5590308
"155",18,Durango,1956,Dodge,33597,renting,19,A standard elite SUV rental provides plenty of room for passengers and luggage. SUVs are great for business,\resources\carimages\premium_crossover_suv.png,gas,46.7774013,-71.1837802
"156",10,Maxima,1966,Nissan,78251,reserved,11,A premium car rental offers comfortable seating with plenty of room in the trunk for luggage. A premium rental car is a great choice for a business travel or leisure.,\resources\carimages\premium_car.png,gas,43.7147304,-79.8032623
"157",21,F150 Super Crew,1936,Ford,80567,renting,10,Need to haul or move something? A pickup truck rental has the space,\resources\carimages\pickup_truck.png,hybrid,43.7114079,-79.5377247
"158",11,XTS,1970,Cadillac,21329,avaliable,1,Relax on the road with a luxury rental car from Enterprise Rent-A-Car. Luxury car rentals include leather seats,\resources\carimages\luxury_car.png,gas,45.456,-73.8623
"159",14,Edge,1957,Ford,84821,avaliable,7,A standard SUV rental provides plenty of room for passengers and luggage. SUVs are great for business,\resources\carimages\standard_suv.png,gas,45.4884633,-73.6432817
"160",2,Accent,2002,Hyundai,72630,avaliable,3,Compact cars offer great gas mileage and the ease of driving and parking in high traffic areas.,\resources\carimages\compact_car.png,gas,49.1967,123.1815
"161",18,Durango,1925,Dodge,38787,repair,3,A standard elite SUV rental provides plenty of room for passengers and luggage. SUVs are great for business,\resources\carimages\premium_crossover_suv.png,gas,49.1967,123.1815
"162",11,XTS,1915,Cadillac,25943,avaliable,9,Relax on the road with a luxury rental car from Enterprise Rent-A-Car. Luxury car rentals include leather seats,\resources\carimages\luxury_car.png,gas,43.6653502,-79.4882599
"163",22,Grand Caravan,1949,Dodge,96020,repair,13,A minivan rental is perfect for long road trips and family vacations with room for 7 people.,\resources\carimages\7_passenger_van.png,hybrid,43.8024045,-79.426192
"164",20,Colorado,1945,Chevy,92947,repair,9,A small pickup truck rental is great for hauling smaller items that won't fit in your own car.,\resources\carimages\small_pickup_truck.png,diesel,43.6653502,-79.4882599
"165",20,Colorado,2003,Chevy,55781,avaliable,7,A small pickup truck rental is great for hauling smaller items that won't fit in your own car.,\resources\carimages\small_pickup_truck.png,diesel,45.4884633,-73.6432817
"166",21,F150 Super Crew,1988,Ford,47304,avaliable,8,Need to haul or move something? A pickup truck rental has the space,\resources\carimages\pickup_truck.png,hybrid,43.6777215,-79.6270084
"167",8,3 series,1932,BMW,81961,reserved,10,A premium car rental offers comfortable seating with plenty of room in the trunk for luggage. A premium rental car is a great choice for a business travel or leisure.,\resources\carimages\fullsize_elite_car.png,gas,43.7114079,-79.5377247
"168",20,Colorado,1974,Chevy,99408,avaliable,14,A small pickup truck rental is great for hauling smaller items that won't fit in your own car.,\resources\carimages\small_pickup_truck.png,diesel,43.7938305,-79.5169511
"169",22,Grand Caravan,1990,Dodge,88098,repair,7,A minivan rental is perfect for long road trips and family vacations with room for 7 people.,\resources\carimages\7_passenger_van.png,hybrid,45.4884633,-73.6432817
"170",11,XTS,1964,Cadillac,24623,renting,17,Relax on the road with a luxury rental car from Enterprise Rent-A-Car. Luxury car rentals include leather seats,\resources\carimages\luxury_car.png,gas,45.6044119,-73.3229069
"171",13,Escape,2016,Ford,21528,avaliable,4,An Intermediate SUV rental  provides plenty of room for 5 passengers but is compact enough to for high traffic driving.,\resources\carimages\intermediate_suv.png,gas,45.5070645,-73.5682808
"172",8,3 series,1926,BMW,42119,avaliable,11,A premium car rental offers comfortable seating with plenty of room in the trunk for luggage. A premium rental car is a great choice for a business travel or leisure.,\resources\carimages\fullsize_elite_car.png,gas,43.7147304,-79.8032623
"173",19,Wrangler Unlimited,1924,Jeep,68639,avaliable,10,A standard elite SUV rental provides plenty of room for passengers and luggage. SUVs are great for business,\resources\carimages\jeep_4_door_suv.png,diesel,43.7114079,-79.5377247
"174",9,300S,1986,Chrysler,48271,avaliable,10,A premium car rental offers comfortable seating with plenty of room in the trunk for luggage. A premium rental car is a great choice for a business travel or leisure.,\resources\carimages\premium_special_car.png,gas,43.7114079,-79.5377247
"175",15,Tahoe,1930,Chevrolet,39601,avaliable,7,A full-size SUV rental has room to seat up to seven people and offers a powerful engine. Full-size SUVs are great for weekend road trips and special occasions.,\resources\carimages\fullsize_suv.png,gas,45.4884633,-73.6432817
"176",6,Countryman,1937,MINI,42633,repair,11,A Full-Size car rental is helpful when needing more passenger room and luggage space than a smaller call offers.,\resources\carimages\sporty_car.png,hybrid,43.7147304,-79.8032623
"177",17,X1,1939,BMW,67386,repair,14,A standard elite SUV rental provides plenty of room for passengers and luggage. SUVs are great for business,\resources\carimages\standard_elite_suv.png,gas,43.7938305,-79.5169511
"178",21,F150 Super Crew,1952,Ford,95462,repair,18,Need to haul or move something? A pickup truck rental has the space,\resources\carimages\pickup_truck.png,hybrid,46.8130945,-71.2360168
"179",22,Grand Caravan,1963,Dodge,47100,repair,12,A minivan rental is perfect for long road trips and family vacations with room for 7 people.,\resources\carimages\7_passenger_van.png,hybrid,43.7795002,-79.309002
"180",20,Colorado,1920,Chevy,73749,avaliable,15,A small pickup truck rental is great for hauling smaller items that won't fit in your own car.,\resources\carimages\small_pickup_truck.png,diesel,45.448481,-73.4729835
"181",18,Durango,1978,Dodge,54077,repair,8,A standard elite SUV rental provides plenty of room for passengers and luggage. SUVs are great for business,\resources\carimages\premium_crossover_suv.png,gas,43.6777215,-79.6270084
"182",6,Countryman,1956,MINI,99375,avaliable,17,A Full-Size car rental is helpful when needing more passenger room and luggage space than a smaller call offers.,\resources\carimages\sporty_car.png,hybrid,45.6044119,-73.3229069
"183",20,Colorado,1919,Chevy,92344,avaliable,3,A small pickup truck rental is great for hauling smaller items that won't fit in your own car.,\resources\carimages\small_pickup_truck.png,diesel,49.1967,123.1815
"184",18,Durango,1932,Dodge,66534,avaliable,16,A standard elite SUV rental provides plenty of room for passengers and luggage. SUVs are great for business,\resources\carimages\premium_crossover_suv.png,gas,45.5996667,-73.5590308
"185",9,300S,1945,Chrysler,71792,avaliable,1,A premium car rental offers comfortable seating with plenty of room in the trunk for luggage. A premium rental car is a great choice for a business travel or leisure.,\resources\carimages\premium_special_car.png,gas,45.456,-73.8623
"186",9,300S,1989,Chrysler,76397,reserved,3,A premium car rental offers comfortable seating with plenty of room in the trunk for luggage. A premium rental car is a great choice for a business travel or leisure.,\resources\carimages\premium_special_car.png,gas,49.1967,123.1815
"187",17,X1,1993,BMW,87326,avaliable,14,A standard elite SUV rental provides plenty of room for passengers and luggage. SUVs are great for business,\resources\carimages\standard_elite_suv.png,gas,43.7938305,-79.5169511
"188",14,Edge,1937,Ford,23888,avaliable,11,A standard SUV rental provides plenty of room for passengers and luggage. SUVs are great for business,\resources\carimages\standard_suv.png,gas,43.7147304,-79.8032623
"189",13,Escape,1904,Ford,82175,reserved,16,An Intermediate SUV rental  provides plenty of room for 5 passengers but is compact enough to for high traffic driving.,\resources\carimages\intermediate_suv.png,gas,45.5996667,-73.5590308
"190",18,Durango,1930,Dodge,94764,avaliable,15,A standard elite SUV rental provides plenty of room for passengers and luggage. SUVs are great for business,\resources\carimages\premium_crossover_suv.png,gas,45.448481,-73.4729835
"191",22,Grand Caravan,1921,Dodge,46940,avaliable,1,A minivan rental is perfect for long road trips and family vacations with room for 7 people.,\resources\carimages\7_passenger_van.png,hybrid,45.456,-73.8623
"192",18,Durango,1975,Dodge,39724,renting,18,A standard elite SUV rental provides plenty of room for passengers and luggage. SUVs are great for business,\resources\carimages\premium_crossover_suv.png,gas,46.8130945,-71.2360168
"193",12,Qashqai,2011,Nissan,85970,renting,19,An Intermediate SUV rental  provides plenty of room for 5 passengers but is compact enough to for high traffic driving.,\resources\carimages\compact_suv.png,gas,46.7774013,-71.1837802
"194",20,Colorado,1945,Chevy,96672,avaliable,10,A small pickup truck rental is great for hauling smaller items that won't fit in your own car.,\resources\carimages\small_pickup_truck.png,diesel,43.7114079,-79.5377247
"195",15,Tahoe,1966,Chevrolet,98008,repair,8,A full-size SUV rental has room to seat up to seven people and offers a powerful engine. Full-size SUVs are great for weekend road trips and special occasions.,\resources\carimages\fullsize_suv.png,gas,43.6777215,-79.6270084
"196",19,Wrangler Unlimited,1906,Jeep,61200,avaliable,6,A standard elite SUV rental provides plenty of room for passengers and luggage. SUVs are great for business,\resources\carimages\jeep_4_door_suv.png,diesel,45.3629762,-73.8148386
"197",11,XTS,2012,Cadillac,21869,renting,8,Relax on the road with a luxury rental car from Enterprise Rent-A-Car. Luxury car rentals include leather seats,\resources\carimages\luxury_car.png,gas,43.6777215,-79.6270084
"198",11,XTS,1982,Cadillac,29673,avaliable,9,Relax on the road with a luxury rental car from Enterprise Rent-A-Car. Luxury car rentals include leather seats,\resources\carimages\luxury_car.png,gas,43.6653502,-79.4882599
"199",6,Countryman,1950,MINI,52288,renting,7,A Full-Size car rental is helpful when needing more passenger room and luggage space than a smaller call offers.,\resources\carimages\sporty_car.png,hybrid,45.4884633,-73.6432817
"200",17,X1,1927,BMW,62413,reserved,3,A standard elite SUV rental provides plenty of room for passengers and luggage. SUVs are great for business,\resources\carimages\standard_elite_suv.png,gas,49.1967,123.1815
